Admin,Masuk form barang,01 October 2012,17:08:12
Admin,Masuk form penjualan,01 October 2012,17:08:50
Admin,Masuk form Pelanggan,01 October 2012,17:09:59
Admin,Masuk form penjualan,01 October 2012,17:10:04
Admin,Masuk form penjualan,01 October 2012,17:14:03
Admin,Masuk form pembelian,01 October 2012,17:14:08
Admin,Masuk form penjualan,01 October 2012,17:14:14
Admin,Masuk form penjualan,01 October 2012,17:17:00
Admin,Masuk form pembelian,01 October 2012,17:17:01
Admin,Berhasil login.,01 October 2012,17:17:01
Admin,Masuk form barang,01 October 2012,17:17:18
Admin,Masuk form penjualan,01 October 2012,17:17:48
Admin,Masuk form barang,01 October 2012,17:19:28
Admin,Keluar program,01 October 2012,17:24:44
Admin,Masuk form penjualan,01 October 2012,17:25:57
Admin,Masuk form pembelian,01 October 2012,17:25:58
Admin,Berhasil login.,01 October 2012,17:25:58
Admin,Keluar program,01 October 2012,17:28:13
Admin,Masuk form penjualan,05 October 2012,14:15:35
Admin,Masuk form pembelian,05 October 2012,14:15:36
Admin,Berhasil login.,05 October 2012,14:15:36
Admin,Keluar program,05 October 2012,14:15:37
Admin,Masuk form penjualan,06 October 2012,10:26:04
Admin,Masuk form pembelian,06 October 2012,10:26:05
Admin,Berhasil login.,06 October 2012,10:26:05
Admin,Keluar program,06 October 2012,10:26:05
Admin,Masuk form penjualan,08 October 2012,07:45:38
Admin,Masuk form pembelian,08 October 2012,07:45:39
Admin,Berhasil login.,08 October 2012,07:45:39
Admin,Masuk form barang,08 October 2012,07:45:41
Admin,Masuk form penjualan,08 October 2012,07:46:51
Admin,Masuk form pembelian,08 October 2012,07:46:52
Admin,Berhasil login.,08 October 2012,07:46:52
Admin,Keluar program,08 October 2012,07:47:15
Admin,Masuk form penjualan,08 October 2012,07:52:21
Admin,Masuk form pembelian,08 October 2012,07:52:22
Admin,Berhasil login.,08 October 2012,07:52:22
Admin,Masuk form penjualan,08 October 2012,07:52:37
Admin,Masuk form pembelian,08 October 2012,07:52:38
Admin,Berhasil login.,08 October 2012,07:52:38
Admin,Keluar program,08 October 2012,07:52:55
Admin,Masuk form penjualan,08 October 2012,08:04:51
Admin,Masuk form pembelian,08 October 2012,08:04:52
Admin,Berhasil login.,08 October 2012,08:04:52
Admin,Masuk form penjualan,08 October 2012,08:05:53
Admin,Masuk form pembelian,08 October 2012,08:05:54
Admin,Berhasil login.,08 October 2012,08:05:54
Admin,Masuk form penjualan,08 October 2012,08:06:33
Admin,Masuk form pembelian,08 October 2012,08:06:33
Admin,Berhasil login.,08 October 2012,08:06:33
Admin,Keluar program,08 October 2012,08:06:43
Admin,Masuk form penjualan,08 October 2012,08:23:22
Admin,Masuk form pembelian,08 October 2012,08:23:23
Admin,Berhasil login.,08 October 2012,08:23:23
Admin,Keluar program,08 October 2012,08:23:35
Admin,Masuk form penjualan,08 October 2012,09:01:48
Admin,Masuk form pembelian,08 October 2012,09:01:49
Admin,Berhasil login.,08 October 2012,09:01:49
Admin,Keluar program,08 October 2012,09:01:50
Admin,Masuk form penjualan,08 October 2012,09:40:43
Admin,Masuk form pembelian,08 October 2012,09:40:44
Admin,Berhasil login.,08 October 2012,09:40:44
Admin,Masuk form penjualan,08 October 2012,09:42:17
Admin,Masuk form pembelian,08 October 2012,09:42:17
Admin,Berhasil login.,08 October 2012,09:42:17
